id,month,skills,has_skills,full_text,role,skill_category
47985738,2026-05,Java,1,"FusionAuth | Senior Java Engineer, Account Executive, Solutions Engineer | Varies between REMOTE (in USA, also in Europe but only for the account exec/solutions engineer positions) and ONSITE in Denve",Backend Engineer,Languages
47986563,2026-05,AWS|Android|Ios|JavaScript|Machine Learning|Python|Rust|Scala|Terraform|TypeScript,1,"Radar Labs | Software Engineers (SRE, data platform, backend, full-stack, mobile) | Remote (US), NYC | Full Time |  https://radar.com - Radar is the geo-location dev tool - Doing 1B+ API calls per day",Backend Engineer,Cloud
47988764,2026-05,AI|Elasticsearch|PostgreSQL,1,Senior Backend Engineer (Architecture & AI Systems) | Vienna / Remote (Europe only!) | Full-time | Salary + equity Early-stage startup building an AI platform that helps architecture and engineering t,Database Engineer,ML & AI
47976574,2026-05,AI,1,"Y Combinator | Product Engineers on YC's own team | San Francisco | Full Time | $185K-$485K I'm Ryan, an EM and engineer here at YC. We have a small, 18-person software team with no PMs -- engineers o",General Software Engineer,ML & AI
47984660,2026-05,AI|Elasticsearch|GCP|Geo|JavaScript|NextJS|React|TypeScript,1,"Promptwatch |  https://promptwatch.com  | Amsterdam, Netherlands | HYBRID/ON-SITE | Full-time |  https://promptwatch.com ==================== Promptwatch helps companies track and improve their visibi",Frontend Engineer,ML & AI
47982988,2026-05,AI|LLM|Plamo|R,1,"Preferred Networks | Tokyo or Remote in Japan | Full-time |  https://www.preferred.jp/en Preferred Networks is an AI company based in Tokyo working across the stack, from AI chips and computing infras",ML / AI Engineer,ML & AI
47979955,2026-05,AWS,1,"Yassi|Senior Fullstack Engineer (Golang, Node.js/React, AWS) 3 days in-office Chicago YASSI provides real-time access to vehicle title, lien, and registration data directly from U.S.
state motor vehic",Cloud Engineer,Cloud
47978785,2026-05,AI|Machine Learning,1,"Stellar Science  | Hybrid (USA) Albuquerque NM, Washington DC (Tysons VA), Dayton OH | Full time, interns/co-ops | U.S. citizenship required |  https://www.stellarscience.com Company : We're a small s",ML / AI Engineer,ML & AI
47979994,2026-05,AI|AWS|Azure|GCP|Machine Learning|PyTorch|Python|TensorFlow,1,"ML6 | Machine Learning Engineer, Data Engineer | Python, TensorFlow, PyTorch, GCP, AWS, Azure | Full-time | Amsterdam, Berlin, Munich, Eindhoven, Ghent (EU) On-site/hybrid We are a Machine Learning co",Backend Engineer,ML & AI
47978984,2026-05,Data Analytics,1,"Sheer Health ( https://www.sheerhealth.com ) | New York, NY | Full-Time | ONSITE
If you or a loved one has ever suffered from confusing/egregious medical bills or insurance communications, this is you",General Software Engineer,Other
47981963,2026-05,AI,1,FeedbackPulse | HR/PeopleOps Specialist | Remote (SEA-based) | Full-time |  https://feedbackpulse.com Mission: Build better culture & growth systems for companies that don’t have them. Then make them ,General Software Engineer,ML & AI
47983369,2026-05,AI,1,"The Allen Institute for AI (Ai2) | 3 open Senior Software Engineer roles| Seattle, WA | Full-time | allenai.org Ai2 is a Seattle based non-profit AI research institute founded in 2014 by the late Paul",General Software Engineer,ML & AI
47976189,2026-05,AWS|Go|JavaScript|React|Terraform|TypeScript|Vite,1,"Join ( https://join.build ) | Staff Software Engineer | Remote | $175K–$205K + equity
Join builds collaboration software for the construction industry — helping contractors, owners, and architects coo",Frontend Engineer,Cloud
47979286,2026-05,AI|Property Management Software,1,"Cogram (YC W22,  https://cogram.com ) | Multiple Roles | Remote or hybrid (US/EU/UK) | Full-time Cogram builds AI agents for architects and engineers. Our tools automate project management and streaml",Solutions Architect,ML & AI
47980180,2026-05,Unclassified,0,"Yardstik | Staff Software Engineer | Minneapolis, MN (hybrid) | $160,000 - $220,000 Yardstik is a start-up software company with a mission of building trust and safety into the Internet Economy. The w",Unclassified,Other
47985734,2026-05,AI|Tailwind,1,"Deducta | Senior Frontend Product Engineer | London, UK | Hybrid (3 days/week in office) | £150k+ cash/equity We’re a data intelligence platform for global enterprises. We are well funded, growing fas",Solutions Architect,ML & AI
47976068,2026-05,JavaScript|Python|React|TypeScript,1,CoPlane ( https://coplane.com/ ) | Product Engineer | NYC (preferred) or Remote (North America) | Full Time The world doesn't need another ERP. CoPlane is building the Agentic Orchestration platform t,Frontend Engineer,Languages
47982567,2026-05,AI,1,"MintMCP | Founding Engineer / Founding GTM | SF Bay Area (ONSITE) MintMCP helps enterprises safely roll out agents to the entire organization (e.g, governance around MCP tools and agents like Claude C",Solutions Architect,ML & AI
47979250,2026-05,AI,1,Gen-Alpha Transistor | Member of Technical Staff (Silicon FDE) | Full-Time | Hybrid (San Francisco Bay Area) |  https://generation-alpha-transistor.com/ Generation Alpha Transistor (Gen-Alpha) is a Sa,General Software Engineer,ML & AI
47977919,2026-05,AI|Go|JavaScript|React|TypeScript,1,"Gladly | Remote (US) | Staff Software Engineer, AI & Automation | $60k–$215k + Equity |  https://www.gladly.ai/careers Gladly is at the forefront of building retail customer service AI. Our AI is live",Frontend Engineer,ML & AI
47979026,2026-05,AI|JavaScript|TypeScript,1,"Eve | Founding Engineer | San Francisco, CA |  https://www.helloeve.co/ Company: We are building an executive voice engine (Eve). This is a multi-agent AI system that learns how a leader thinks and pr",Backend Engineer,ML & AI
47984681,2026-05,AI|Go|JavaScript|Redux|TypeScript,1,Mitte ( https://mitte.ai ) | Berlin | ONSITE | Full-Time Mitte is an AI creative suite. We've built our own media agent and we're hiring engineers who want this to be the best work of their career. Fo,Backend Engineer,ML & AI
47977858,2026-05,AI|Hugging Face|Java|JavaScript|Kotlin|LLM|Langchain|Machine Learning|Python|React|Scala|TypeScript,1,Starbridge | Senior Engineers (Kotlin/Java/React/Typescript) | NYC or Remote | Full-time | starbridge.ai Starbridge is building an AI platform that turns large-scale public and enterprise data into re,Frontend Engineer,ML & AI
47982610,2026-05,Ios|Swift|Vpn,1,"Psiphon | iOS / Flutter Developer | Toronto (Hybrid) | Full-time Psiphon is a VPN app used by millions of people to access the open internet in regions where it's restricted. Small team, software that",General Software Engineer,Other
47977066,2026-05,AI|AWS,1,"Zenskar | Bengaluru, India (Hybrid – 2 days/week in-office) | Senior Backend Engineer Zenskar is an AI-native revenue automation platform built to handle real-world complexity. We raised $15M in Serie",Cloud Engineer,ML & AI
47980760,2026-05,Unclassified,0,"Column ( https://column.com/ ) | San Francisco, CA (ONSITE) | Full Time | Software Eng (Infrastructure), Software Eng (Backend), Software Eng (Product) Column is building the infrastructure that power",Unclassified,Other
47989541,2026-05,AI|CSS|Data Analytics|JavaScript|MongoDB|Node.js|PostgreSQL|React|Tailwind|TypeScript,1,"Location: Rawalpindi, Pakistan
Remote: Yes
Willing to relocate: No
Technologies: React, TypeScript, Node.js, Express.js, PostgreSQL, MongoDB, Flutter, OpenCV, Tailwind CSS, Bootstrap
Portfolio:  https",Frontend Engineer,ML & AI
47981876,2026-05,Machine Learning|Python|Rust,1,"VLM Run ( https://vlm.run ) | 1x Product + 1x ML Staff Engineer | Santa Clara, CA (HQ) We're building the inference and orchestration layer for production Vision-Language Models. We care deeply about ",Backend Engineer,ML & AI
47981811,2026-05,Grafana|MongoDB|Prometheus,1,"General Fusion | Senior HPC System Administrator | Richmond, BC, Canada | ONSITE or HYBRID (3 days/week) | Full-Time | $126k-$154k CAD | Immigration support for US candidates General Fusion is a fusio",Database Engineer,Other
47975741,2026-05,AI|Machine Learning|PyTorch,1,"Burnin (London or NYC) | Founding Research Scientist + Founding Engineering Lead | Hybrid (Some on-site) | Full-time We are building the trust stack for AI code generation, targeted at high-stakes com",ML / AI Engineer,ML & AI
47975783,2026-05,Unclassified,0,"Two Six Technologies | Technical Lead, Principal, and Senior Principal Vulnerability Researcher | Arlington, VA | ONSITE | Full Time |  https://job-boards.greenhouse.io/twosixtechnologies/jobs/589... ",Unclassified,Other
47977939,2026-05,JavaScript|Node.js|Python|React|TypeScript,1,"Findigs | Full-time | NYC | 3x/week in office (M,T, Th) | findigs.com
At Findigs, we’re transforming the rental experience — making it fairer, stress-free, and more convenient by changing the fundamen",Frontend Engineer,Languages
47976582,2026-05,AI|Ios|Swift,1,"Beacon AI | San Carlos, CA | Hybrid (On-Site) | Full-Time | www.beaconai.co
Beacon AI builds intelligent systems that make aviation safer and more autonomous. We’ve completed multiple DoD programs and",General Software Engineer,ML & AI
47977849,2026-05,JavaScript|Node.js|TypeScript,1,"Coalition Security | Principal Software Engineer | REMOTE (US) | Full-time |  https://coalitioninc.com Hey there, I'm Jake, Co-Founder & CTO of  https://wirespeed.co . Following our acquisition by Coa",Backend Engineer,Languages
47979247,2026-05,Deel,1,"Yuzu Health (yuzu.health, Series A) | Location: New York City (Flatiron) | ONSITE Pitch: Yuzu is not a wrapper, point solution, or integration on top of something. Our platform makes it easy for anyon",General Software Engineer,Other
47976662,2026-05,AI|Python,1,"Railtown AI | Head of Developer Relations | REMOTE (North America preferred) / Vancouver, BC | Full-time | $130k-$180k + equity |  https://railtown.ai/careers/head-of-developer-relations Railtown AI i",Backend Engineer,ML & AI
47981089,2026-05,GCP|MySQL|Redis,1,"Found | REMOTE CANADA | Staff Platform/SRE | found.com Company:
Series C fintech. We're building the next generation of financial tooling to help business owners succeed. Our solution blends banking, ",Cloud Engineer,Cloud
47976970,2026-05,AI|JavaScript|PostgreSQL|React|Rust|TypeScript,1,Lineation | Rust/TypeScript/React/GraphQL/PostgreSQL | Senior Software Engineer | Contractor Part-Time | Remote (US-friendly time zones) |  https://lineation.ai We’re building an Agentic AI Security P,Frontend Engineer,ML & AI
47976768,2026-05,AWS|BigQuery|Docker|GCP|Go|PostgreSQL|React|Redis|Redux|Ruby|Terraform,1,Opendate | Senior Full Stack Engineer (Ruby on Rails) | REMOTE (US only) | Full-time |  https://www.opendate.io/careers/senior-full-stack-software-e... Opendate is the operating system for live music ,Frontend Engineer,Cloud
47975598,2026-05,AI|Azure|Docker|FastAPI|Python|React|Redis|SQL|Sql Server,1,"INDATA | AI Development Associate | REMOTE (US) or San Diego | FULL-TIME | $95,000–$115,000 We're hiring a junior dev who is genuinely AI-native — your primary tool is Claude Code or Cursor, not your ",Frontend Engineer,ML & AI
47975618,2026-05,AI|LLM,1,"BIT Capital | Principal Engineer (Data & Platform) | Berlin, Germany | ONSITE (2 days/week) | Full-time Looking for experienced engineers to build and scale infrastructure and data platforms for a Ber",ML / AI Engineer,ML & AI
47975996,2026-05,MongoDB,1,"MongoDB | Senior+ Developer Advocate | REMOTE (Europe + Remote, USA) | Full Time My team is hiring for multiple openings for Senior+ Developer Advocate roles. We aren't just doing ""content."" My team i",Database Engineer,Databases
47978602,2026-05,AI,1,"Vantage | Founding Solutions Architect / FDE | NYC and Remote | Full Time Vantage is an a16z-backed FinOps / Cloud Cost Management platform that helps 15,000+ organizations globally like Block, Canva,",Solutions Architect,ML & AI
47981348,2026-05,AI,1,"Kiloforge | Founding Engineer | Early-Stage | Full-time | San Francisco | Onsite -  Product:  Kiloforge is a company factory: a system that autonomously ideates, validates, builds, and distributes sof",General Software Engineer,ML & AI
47976780,2026-05,AI|Go|Machine Learning|Snowflake,1,"Sumble is the newco from the founders of Kaggle. We are hiring full stack engineers, ai/ml engineers and growth/marketing. Can view our roles and apply here:  https://sumble-inc.workable.com/ 
We are ",ML / AI Engineer,ML & AI
47978129,2026-05,AWS|JavaScript|Node.js|Rust|TypeScript,1,"Evervault |  https://evervault.com  | London, New York, Dublin | Full Time | Hybrid (3 days in office) Evervault's mission is to make world-class data security effortless and pervasive. We use applied",Backend Engineer,Cloud
47976732,2026-05,Unclassified,0,"Zippy is a fintech company rethinking how people buy one of the most overlooked forms of housing in the U.S.—manufactured homes. Instead of the slow, fragmented, paperwork-heavy mortgage process, Zipp",Unclassified,Other
47976648,2026-05,C#|MongoDB|PHP|Python|React|Ruby|Rust,1,SerpApi |  https://serpapi.com  | Junior to Senior Fullstack Engineer multiple positions | Customer Success Engineer | Hiring Coordinator | Python/Ruby/PHP/Js/Rust/Cotlin/C#/Crystal/Nim/Elixir Develop,Frontend Engineer,Languages
47979550,2026-05,Elasticsearch|PostgreSQL,1,"ParadeDB (YC S23,  https://paradedb.com ) | Database Internals Engineers | Remote or hybrid in San Francisco | Full-time ParadeDB is a Postgres extension that delivers state-of-the-art search in Postg",Database Engineer,Databases
47975760,2026-05,JavaScript|Javascript/Typescript|Python|React|Ruby|Svelte|TypeScript|Vue,1,"UpMetrics | Full Stack Software Engineer | Hybrid (Sacramento, CA) | Full Time | $145k-$170k UpMetrics provides an impact reporting platform and expert services designed to help mission-driven organiz",Frontend Engineer,Languages
47979394,2026-05,AI|Cisco|Computer Assisted Language Learning|LLM|Ruby|Terraform,1,"Rootly | Multiple Roles | Toronto, ON (Hybrid) + Remote | Full-time
Rootly builds AI-native incident management (on-call, incident response, status pages, retrospectives, and AI SRE) in one platform. ",Backend Engineer,ML & AI
47979213,2026-05,SQL,1,Proven Software | QA Analyst | REMOTE (US) Full-Time | $85k-$110k We've hired three developers from HN and now we're looking for a QA Analyst to join the team. Proven is a start-up software company de,QA / Test Engineer,Databases
47978806,2026-05,AWS|JavaScript|React|TypeScript,1,"Blackbird | Dev Shop | Remote (US) | Contract Blackbird builds web + mobile apps for startups and innovative companies. We work on interesting, greenfield projects, and rely on small, veteran teams wh",Frontend Engineer,Cloud
47975839,2026-05,C++|Go|JavaScript|Python|Ruby|Rust|TypeScript,1,"Fastly | Software Engineers (Senior, Staff, Principal) | REMOTE (US, UK, EU) or ONSITE | Full-time When you look at the headers of major websites, you’ll see us. If it has to be performant, secure, sc",Backend Engineer,Languages
47980511,2026-05,AI,1,"Surge AI ( https://surgehq.ai/careers ) | Software Engineers (full-stack / product) and Strategic Project Lead, and many more  https://surgehq.ai/careers  | Full-time | ONSITE SF or NYC | Remote
Our m",General Software Engineer,ML & AI
47976717,2026-05,Django|Python,1,"Giftster | Senior Fullstack Python Developer | Minneapolis, MN (Greater Twin Cities Metro) | Local Candidates Only | Full Time | Salary 150K-190K | www.giftster.com Yello! I'm Ian, co-founder and CTO ",Backend Engineer,Backend
47976501,2026-05,Ansible|PHP|PostgreSQL|Python,1,"Cloudpepper | Senior Platform / DevOps Engineer | Remote (CET overlap) or Brussels | Full-time | $150k–$180k |  https://cloudpepper.io/careers/platform-engineer/ We run the platform behind 10,000+ Odo",Backend Engineer,DevOps
47977568,2026-05,AI,1,"Caribou | Toronto| Full Time | Hybrid (one day in office) |  https://www.caribou.care/ Caribou helps homecare organizations attract, engage, and retain staff through data-driven recognition, rewards, ",General Software Engineer,ML & AI
47976070,2026-05,Python|React,1,Kanary | Full Stack Engineer | Remote (US) | Competitive Salary + Equity | Python / React Kanary is a personal security platform that monitors the web to identify and reduce risk based on an individua,Frontend Engineer,Languages
47979344,2026-05,AWS|Node.js,1,"Fixly | Senior Software Engineer (Backend, Node.js) | Poland | Remote | 2 days in office per month | Polish language required | Contract Fixly is one of the largest service marketplaces in Poland, con",Backend Engineer,Cloud
47979947,2026-05,Ruby,1,Missive | Senior Backend Developer | REMOTE | Full-time Missive brings inbox collaboration to teams that run on email. This isn’t your typical SaaS; it’s a full-fledged app users live in all day. We i,Backend Engineer,Languages
47975744,2026-05,AI|C#|C++|Docker|Machine Learning|Python,1,"Engineering Square | AI Engineer | Bay Area, CA | ONSITE | Full-Time We're hiring an AI Engineer to build and ship production AI systems - not research prototypes. Startup experience is a must: we wan",Backend Engineer,ML & AI
47976769,2026-05,Unclassified,0,Return | REMOTE | DevOps / Platform engineer | Full-time Return ( https://return.energy ) is hiring a DevOps engineer who will build and run the infrastructure behind platforms that accelerate the tra,Unclassified,Other
47977115,2026-05,JavaScript|MongoDB|Redis,1,"Tether | Backend Engineer - Wallets | REMOTE (Worldwide) | Full-time |  https://careers.tether.io/o/backend-engineer-wallets-100-rem... Tether is hiring a Backend Engineer to build robust, scalable, a",Backend Engineer,Languages
48006726,2026-05,Unclassified,0,"Northbeam Studio | Remote | Automation Consultant We build done-for-you Zapier, Make.com, and n8n automations for startups and growing teams. If you're hiring for ops, admin, or data entry roles, ther",Unclassified,Other
47983050,2026-05,AI,1,"Marker Learning - Founding Full Stack Engineer – Remote (USA) – 180-250k I have dyslexia. I was one of the lucky ones. Diagnosed at eight, I got accommodations and support before things spiraled. Most",General Software Engineer,ML & AI
47979300,2026-05,AI|Go|Ios,1,"Coop ( https://smart.coop.farm )| 2nd Founding Engineer | iOS Heavy Engineer | Hybrid onsite | Austin, TX | Full-time, Part-time My name is AJ Forsythe and I'm the Founder / Chief Chicken Tender at Co",General Software Engineer,ML & AI
47975882,2026-05,AWS|Azure,1,"Hi! We're Ontix. We're building the business layer to connect siloed datasets and query them with natural language, offering insights to SMBs they couldn't get before. We're fully funded by our siblin",Cloud Engineer,Cloud
47978222,2026-05,AWS|Sftp,1,"Revio Insight | Data Engineer | Remote (US) | Full Time We are seeking a Data Engineer to design, build, and maintain the data infrastructure that powers our platform, which serves community banks. Th",Cloud Engineer,Cloud
47976431,2026-05,GCP|Python|React,1,"Gain Compliance | Sr Software Engineer | Remote (USA) | Full-time | ~$160k |  https://join.gaincompliance.com Hey this is Brian from Gain Compliance, we've had success hiring out of a hacker news thre",Frontend Engineer,Cloud
47978010,2026-05,Unclassified,0,"Borrowell | Development Roles | Remote across Canada with office in Toronto | Full Time, Permanent, Benefits from Day 1 Borrowell pioneered free credit scores for all Canadians in 2017 and now we’re f",Unclassified,Other
47975828,2026-05,Python|Rust,1,"Smarkets ( https://www.smarkets.com ) | Full Time | Hybrid - Onsite (London, UK) Smarkets runs one of the world’s most sophisticated prediction markets, handling over £29 billion in volume since 2010 ",Backend Engineer,Languages
47975795,2026-05,AI|Ios|Machine Learning|Scratch,1,"Karma (pre-seed) | Senior Backend / Full-Stack Engineer (Founding Team) | London, UK | ONSITE (3-5 days London) | £75-100k base + meaningful equity | careers@karmapt.com We're a small London team, 2+ ",ML / AI Engineer,ML & AI
47979818,2026-05,Machine Learning,1,"Higharc | REMOTE | Full-time |  https://higharc.com Thousands of homes have been built with Higharc since 2022. We’re changing the way homebuilders design, sell, estimate, and build, resulting in bett",ML / AI Engineer,ML & AI
47977154,2026-05,AI,1,"Fathom – AI Notetaker (fathom.ai) YC W'21, ~100 employees, growing extremely quickly We’re the most installed app on HubSpot marketplace and our recent Fathom 3.0 launch was #1 on Product Hunt:  https",General Software Engineer,ML & AI
47978910,2026-05,AI|Machine Learning|Spark,1,"Espresso AI | Staff ML, Staff Infra, FDE | Brooklyn or San Francisco | Full time We're using LLMs to build neural optimizers, neural scheduling systems, and neural workload tuners. (If you're ex-Googl",Data Engineer,ML & AI
47986567,2026-05,React|React Native,1,"Hevy | Lead React Native Engineer | Barcelona, Spain | Hybrid | Relocation Hevy is a multiplatform weight lifting tracker that lets athletes log their workouts, track progress and be part of a communi",Frontend Engineer,Frontend
47976749,2026-05,Azure|GCP|Kubernetes|Python|Snowflake|Terraform|dbt,1,EaseCloud | Remote (EST overlap) | Full-Time | Platform & Data Engineers |  https://www.easecloud.io EaseCloud builds cloud platforms and modern data stacks for companies scaling on Kubernetes and Sno,Backend Engineer,Cloud
47978989,2026-05,Unclassified,0,"Redbook Software | Staff Software Engineer | REMOTE (U.S.) | $200k-$250k Redbook is the new software of reference for cattle feed yards. We're digitizing the $90B cattle industry, the largest in agric",Unclassified,Other
47981353,2026-05,AI|AWS|Docker|Python|Terraform,1,"23andMe | Software Engineer II, Compute Pipelines | Palo Alto, CA | Hybrid or Remote (US) | Full-time | Bay Area Rate: $150k–$190k The Compute Pipelines team processes population-scale genetic data po",Backend Engineer,ML & AI
47977299,2026-05,Ios,1,"CLEAR | Senior Software Engineers (Fullstack & Backend), Staff/Lead iOS Engineer, Infrastructure Engineers| NYC Onsite (4-5 days in-office w/ free catered lunch daily) |  https://www.clearme.com/ CLEA",General Software Engineer,Other
47980786,2026-05,AI,1,"Comity Inc. | Hybrid (NY, Chicago, or Bay Area) and REMOTE | We are expanding our team with several full-time roles: * Quantitative Researcher for Monetization * Quantitative Researcher for Portfolio ",General Software Engineer,ML & AI
47976955,2026-05,Unclassified,0,"Justworks | Hybrid (Toronto, CA – 3 days in office) | Full-Time | Senior Software Engineer
 https://www.justworks.com We’re helping businesses get off the ground by enabling them to focus on running t",Unclassified,Other
47975610,2026-05,Unclassified,0,"We The Flywheel | Remote (Worldwide) / Ho Chi Minh City (Hybrid) | Part-time |  https://wetheflywheel.com We are a global media network, digital consultancy, and product studio focused on helping comp",Unclassified,Other
47975867,2026-05,AI|JavaScript|Python|TypeScript,1,Orenva | Senior Contract Engineer | Remote | Contract Orenva is building governance infrastructure for founder-led businesses using AI — a multi-agent web system that keeps AI and human teams aligned ,Backend Engineer,ML & AI
47980841,2026-05,AI,1,Matchie.io | Multiple Roles | Remote + Hybrid | $80k–$220k+ We're Matchie — a fast-growing AI-powered global jobs marketplace. We've recently closed our seed round and are scaling aggressively. We're ,General Software Engineer,ML & AI
47981052,2026-05,AI|Hugging Face,1,"Infisical | Full-Time | Senior Fullstack Engineers | Remote, Americas ( https://infisical.com/ ) Secure Secrets, Certificates, and AI Agents. Infisical is the all-in-one platform to securely manage ap",ML / AI Engineer,ML & AI
47976762,2026-05,Unclassified,0,"Falconer | Founding Backend Engineer | HYBRID (USA, SF Bay Area preferred) | Full-time | $150-250K + equity |  https://falconer.com Hey HN! I’m an engineer at Falconer, a well-funded SF startup buildi",Unclassified,Other
47975817,2026-05,AI|JavaScript|Python|TypeScript,1,"# Moyai | Amsterdam, The Netherlands | FULL-TIME | ONSITE | Founding Product Engineer About the company: • Technical founding team with relevant industry experience • Backed by well-known European VCs",Backend Engineer,ML & AI
